asset_type,symbol,name,yfinance_symbol,tradingview_symbol,tradingview_prefix_status,search_text,app_include,review_note,sector,industry
ETF,TYLD,Cambria ETF Trust Cambria Tactical Yield ETF,TYLD,NASDAQ:TYLD,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,tyld cambria etf trust cambria tactical yield etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,TYLG,Global X Funds Global X Information Technology Covered Call &,TYLG,NASDAQ:TYLG,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,tylg global x funds global x information technology covered call & etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,TYO,Direxion Daily 7-10 Year Treasury Bear 3X ETF,TYO,NASDAQ:TYO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,tyo direxion daily 7-10 year treasury bear 3x etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,TZA,Direxion Daily Small Cap Bear 3X ETF,TZA,NASDAQ:TZA,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,tza direxion daily small cap bear 3x etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UAE,iShares MSCI UAE ETF,UAE,NASDAQ:UAE,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,uae ishares msci uae etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UAPR,Innovator U.S. Equity Ultra Buffer ETF - April,UAPR,NASDAQ:UAPR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,uapr innovator u.s. equity ultra buffer etf - april etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UAUG,Innovator U.S. Equity Ultra Buffer ETF - August,UAUG,NASDAQ:UAUG,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,uaug innovator u.s. equity ultra buffer etf - august etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UBND,VictoryShares Core Plus Bond ETF,UBND,NASDAQ:UBND,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ubnd victoryshares core plus bond etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UBOT,Direxion Daily Robotics Artificial Intelligence & Automation,UBOT,NASDAQ:UBOT,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ubot direxion daily robotics artificial intelligence & automation etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UBR,ProShares Ultra MSCI Brazil Capped,UBR,NASDAQ:UBR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ubr proshares ultra msci brazil capped etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UBRL,GraniteShares 2x Long UBER Daily ETF,UBRL,NASDAQ:UBRL,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ubrl graniteshares 2x long uber daily etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UBT,ProShares Ultra 20+ Year Treasury,UBT,NASDAQ:UBT,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ubt proshares ultra 20+ year treasury etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UCC,ProShares Ultra Consumer Discretionary,UCC,NASDAQ:UCC,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ucc proshares ultra consumer discretionary etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UCIB,ETRACS CMCI Total Return ETN Series B,UCIB,NASDAQ:UCIB,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ucib etracs cmci total return etn series b etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UCO,ProShares Ultra Bloomberg Crude Oil,UCO,NASDAQ:UCO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,uco proshares ultra bloomberg crude oil etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UCON,First Trust Smith Unconstrained Bond ETF,UCON,NASDAQ:UCON,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ucon first trust smith unconstrained bond etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UCRD,VictoryShares Corporate Bond ETF,UCRD,NASDAQ:UCRD,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ucrd victoryshares corporate bond etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UCYB,ProShares Ultra Nasdaq Cybersecurity,UCYB,NASDAQ:UCYB,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ucyb proshares ultra nasdaq cybersecurity etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UDEC,Innovator U.S. Equity Ultra Buffer ETF - December,UDEC,NASDAQ:UDEC,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,udec innovator u.s. equity ultra buffer etf - december etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UDI,USCF ETF Trust USCF Dividend Income Fund,UDI,NASDAQ:UDI,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,udi uscf etf trust uscf dividend income fund etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UDIV,Franklin U.S. Core Dividend Tilt Index ETF,UDIV,NASDAQ:UDIV,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,udiv franklin u.s. core dividend tilt index etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UDN,Invesco DB USD Index Bearish ETF,UDN,NASDAQ:UDN,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,udn invesco db usd index bearish etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UDOW,ProShares UltraPro Dow30,UDOW,NASDAQ:UDOW,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,udow proshares ultrapro dow30 etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UECG,Leverage Shares 2x Long UEC Daily ETF,UECG,NASDAQ:UECG,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,uecg leverage shares 2x long uec daily etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UEVM,VictoryShares Emerging Markets Value Momentum ETF,UEVM,NASDAQ:UEVM,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,uevm victoryshares emerging markets value momentum etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UFEB,Innovator U.S. Equity Ultra Buffer ETF - February,UFEB,NASDAQ:UFEB,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ufeb innovator u.s. equity ultra buffer etf - february etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UFIV,US Treasury 5 Year Note ETF,UFIV,NASDAQ:UFIV,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ufiv us treasury 5 year note etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UFO,Procure Space ETF,UFO,NASDAQ:UFO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ufo procure space etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UFOX,Defiance Connective Technologies ETF,UFOX,NASDAQ:UFOX,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ufox defiance connective technologies etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UGA,United States Gasoline Fund LP,UGA,NASDAQ:UGA,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,uga united states gasoline fund lp etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UGE,ProShares Ultra Consumer Staples,UGE,NASDAQ:UGE,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,uge proshares ultra consumer staples etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UGL,ProShares Ultra Gold,UGL,NASDAQ:UGL,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ugl proshares ultra gold etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UITB,VictoryShares Core Intermediate Bond ETF,UITB,NASDAQ:UITB,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,uitb victoryshares core intermediate bond etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UIVM,VictoryShares International Value Momentum ETF,UIVM,NASDAQ:UIVM,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,uivm victoryshares international value momentum etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UJAN,Innovator U.S. Equity Ultra Buffer ETF - January,UJAN,NASDAQ:UJAN,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ujan innovator u.s. equity ultra buffer etf - january etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UJB,ProShares Ultra High Yield ETF,UJB,NASDAQ:UJB,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ujb proshares ultra high yield etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UJUL,Innovator U.S. Equity Ultra Buffer ETF - July,UJUL,NASDAQ:UJUL,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ujul innovator u.s. equity ultra buffer etf - july etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UJUN,Innovator U.S. Equity Ultra Buffer ETF - June,UJUN,NASDAQ:UJUN,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ujun innovator u.s. equity ultra buffer etf - june etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,ULE,ProShares Ultra Euro,ULE,NASDAQ:ULE,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ule proshares ultra euro etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,ULST,State Street Ultra Short Term Bond ETF,ULST,NASDAQ:ULST,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ulst state street ultra short term bond etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,ULTI,REX IncomeMax Option Strategy ETF,ULTI,NASDAQ:ULTI,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ulti rex incomemax option strategy etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,ULTY,Tidal Trust II YieldMax Ultra Option Income Strategy ETF,ULTY,NASDAQ:ULTY,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ulty tidal trust ii yieldmax ultra option income strategy etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,ULVM,VictoryShares US Value Momentum ETF,ULVM,NASDAQ:ULVM,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ulvm victoryshares us value momentum etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UMAR,Innovator U.S. Equity Ultra Buffer ETF - March,UMAR,NASDAQ:UMAR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,umar innovator u.s. equity ultra buffer etf - march etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UMAY,Innovator U.S. Equity Ultra Buffer ETF - May,UMAY,NASDAQ:UMAY,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,umay innovator u.s. equity ultra buffer etf - may etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UMDD,UltraPro MidCap400,UMDD,NASDAQ:UMDD,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,umdd ultrapro midcap400 etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UMI,USCF Midstream Energy Income Fund ETF,UMI,NASDAQ:UMI,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,umi uscf midstream energy income fund etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UMMA,Wahed Dow Jones Islamic World ETF,UMMA,NASDAQ:UMMA,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,umma wahed dow jones islamic world etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UNG,United States Natural Gas Fund LP,UNG,NASDAQ:UNG,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ung united states natural gas fund lp etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UNHG,Leverage Shares 2X Long UNH Daily ETF,UNHG,NASDAQ:UNHG,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,unhg leverage shares 2x long unh daily etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UNIY,WisdomTree Voya Yield Enhanced USD Universal Bond Fund,UNIY,NASDAQ:UNIY,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,uniy wisdomtree voya yield enhanced usd universal bond fund etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UNL,United States 12 Month Natural Gas Fund,UNL,NASDAQ:UNL,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,unl united states 12 month natural gas fund etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UNOV,Innovator U.S. Equity Ultra Buffer ETF - November,UNOV,NASDAQ:UNOV,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,unov innovator u.s. equity ultra buffer etf - november etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UNX,Investment Managers Series Trust II Tradr 2X Long U Daily ETF,UNX,NASDAQ:UNX,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,unx investment managers series trust ii tradr 2x long u daily etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UOCT,Innovator U.S. Equity Ultra Buffer ETF - October,UOCT,NASDAQ:UOCT,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,uoct innovator u.s. equity ultra buffer etf - october etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UPAR,UPAR Ultra Risk Parity ETF,UPAR,NASDAQ:UPAR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,upar upar ultra risk parity etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UPGD,Invesco Bloomberg Analyst Rating Improvers ETF,UPGD,NASDAQ:UPGD,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,upgd invesco bloomberg analyst rating improvers etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UPGR,Xtrackers US Green Infrastructure Select Equity ETF,UPGR,NASDAQ:UPGR,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,upgr xtrackers us green infrastructure select equity etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UPRO,ProShares UltraPro S&P 500,UPRO,NASDAQ:UPRO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,upro proshares ultrapro s&p 500 etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UPSD,ETF Series Solutions Aptus Large Cap Upside ETF,UPSD,NASDAQ:UPSD,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,upsd etf series solutions aptus large cap upside etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UPSG,Leverage Shares 2X Long UPS Daily ETF,UPSG,NASDAQ:UPSG,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,upsg leverage shares 2x long ups daily etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UPSX,Tradr 2X Long UPST Daily ETF,UPSX,NASDAQ:UPSX,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,upsx tradr 2x long upst daily etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UPV,ProShares Ultra FTSE Europe,UPV,NASDAQ:UPV,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,upv proshares ultra ftse europe etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,UPW,ProShares Ultra Utilities,UPW,NASDAQ:UPW,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,upw proshares ultra utilities etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,URA,Global X Uranium ETF,URA,NASDAQ:URA,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,ura global x uranium etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,URAA,Direxion Daily Uranium Industry Bull 2X ETF,URAA,NASDAQ:URAA,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,uraa direxion daily uranium industry bull 2x etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,URAN,Themes ETF Trust Themes Uranium & Nuclear ETF,URAN,NASDAQ:URAN,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,uran themes etf trust themes uranium & nuclear etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,BNGE,First Trust S-Network Streaming and Gaming ETF,BNGE,NASDAQ:BNGE,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,bnge first trust s-network streaming and gaming etf etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,BNKD,Bank Of Montreal MicroSectors U.S. Big Banks -3 Inverse Leve,BNKD,NASDAQ:BNKD,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,bnkd bank of montreal microsectors u.s. big banks -3 inverse leve etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,BNKU,Bank Of Montreal MicroSectors U.S. Big Banks 3 Leveraged ETN,BNKU,NASDAQ:BNKU,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,bnku bank of montreal microsectors u.s. big banks 3 leveraged etn etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,BNO,United States Brent Oil Fund LP ETV,BNO,NASDAQ:BNO,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,bno united states brent oil fund lp etv etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
ETF,BNOV,Innovator U.S. Equity Buffer ETF - November,BNOV,NASDAQ:BNOV,PREFIX_UNVERIFIED_DEFAULT_NASDAQ,bnov innovator u.s. equity buffer etf - november etf,TRUE,정상 ETF 행으로 판단. 원본 ETF 파일 footer/비정상 행은 제거함. TradingView 거래소 prefix는 원본에 거래소 컬럼이 없어 기본 NASDAQ prefix로 임시 설정.,,
